"","person","item","poly","dich","description","anger","male","do","other","scold","shout"
"1509",63,21,0,0,"want store shout",23,0,1,0,0,1
"1510",63,22,0,0,"want operator curse",23,0,1,0,0,0
"1511",63,23,0,0,"want operator scold",23,0,1,0,1,0
"1512",63,24,0,0,"want operator shout",23,0,1,0,0,1
"1513",64,1,1,1,"do bus curse",20,0,0,1,0,0
"1514",64,2,0,0,"do bus scold",20,0,0,1,1,0
"1515",64,3,1,1,"do bus shout",20,0,0,1,0,1
"1516",64,4,2,1,"do train curse",20,0,0,1,0,0
"1517",64,5,1,1,"do train scold",20,0,0,1,1,0
"1518",64,6,1,1,"do train shout",20,0,0,1,0,1
"1519",64,7,0,0,"do store curse",20,0,0,0,0,0
"1520",64,8,0,0,"do store scold",20,0,0,0,1,0
"1521",64,9,1,1,"do store shout",20,0,0,0,0,1
"1522",64,10,1,1,"do operator curse",20,0,0,0,0,0
"1523",64,11,1,1,"do operator scold",20,0,0,0,1,0
"1524",64,12,1,1,"do operator shout",20,0,0,0,0,1
"1525",64,13,0,0,"want bus curse",20,0,1,1,0,0
"1526",64,14,2,1,"want bus scold",20,0,1,1,1,0
"1527",64,15,0,0,"want bus shout",20,0,1,1,0,1
"1528",64,16,0,0,"want train curse",20,0,1,1,0,0
"1529",64,17,1,1,"want train scold",20,0,1,1,1,0
"1530",64,18,1,1,"want train shout",20,0,1,1,0,1
"1531",64,19,0,0,"want store curse",20,0,1,0,0,0
"1532",64,20,0,0,"want store scold",20,0,1,0,1,0
"1533",64,21,1,1,"want store shout",20,0,1,0,0,1
"1534",64,22,1,1,"want operator curse",20,0,1,0,0,0
"1535",64,23,1,1,"want operator scold",20,0,1,0,1,0
"1536",64,24,1,1,"want operator shout",20,0,1,0,0,1
"1537",65,1,2,1,"do bus curse",18,0,0,1,0,0
"1538",65,2,0,0,"do bus scold",18,0,0,1,1,0
"1539",65,3,2,1,"do bus shout",18,0,0,1,0,1
"1540",65,4,2,1,"do train curse",18,0,0,1,0,0
"1541",65,5,0,0,"do train scold",18,0,0,1,1,0
"1542",65,6,2,1,"do train shout",18,0,0,1,0,1
"1543",65,7,2,1,"do store curse",18,0,0,0,0,0
"1544",65,8,0,0,"do store scold",18,0,0,0,1,0
"1545",65,9,0,0,"do store shout",18,0,0,0,0,1
"1546",65,10,1,1,"do operator curse",18,0,0,0,0,0
"1547",65,11,0,0,"do operator scold",18,0,0,0,1,0
"1548",65,12,1,1,"do operator shout",18,0,0,0,0,1
"1549",65,13,2,1,"want bus curse",18,0,1,1,0,0
"1550",65,14,0,0,"want bus scold",18,0,1,1,1,0
"1551",65,15,0,0,"want bus shout",18,0,1,1,0,1
"1552",65,16,2,1,"want train curse",18,0,1,1,0,0
"1553",65,17,0,0,"want train scold",18,0,1,1,1,0
"1554",65,18,0,0,"want train shout",18,0,1,1,0,1
"1555",65,19,1,1,"want store curse",18,0,1,0,0,0
"1556",65,20,0,0,"want store scold",18,0,1,0,1,0
"1557",65,21,0,0,"want store shout",18,0,1,0,0,1
"1558",65,22,0,0,"want operator curse",18,0,1,0,0,0
"1559",65,23,0,0,"want operator scold",18,0,1,0,1,0
"1560",65,24,0,0,"want operator shout",18,0,1,0,0,1
"1561",66,1,0,0,"do bus curse",30,0,0,1,0,0
"1562",66,2,0,0,"do bus scold",30,0,0,1,1,0
"1563",66,3,2,1,"do bus shout",30,0,0,1,0,1
"1564",66,4,0,0,"do train curse",30,0,0,1,0,0
"1565",66,5,0,0,"do train scold",30,0,0,1,1,0
"1566",66,6,0,0,"do train shout",30,0,0,1,0,1
"1567",66,7,0,0,"do store curse",30,0,0,0,0,0
"1568",66,8,0,0,"do store scold",30,0,0,0,1,0
"1569",66,9,0,0,"do store shout",30,0,0,0,0,1
"1570",66,10,0,0,"do operator curse",30,0,0,0,0,0
"1571",66,11,1,1,"do operator scold",30,0,0,0,1,0
"1572",66,12,0,0,"do operator shout",30,0,0,0,0,1
"1573",66,13,2,1,"want bus curse",30,0,1,1,0,0
"1574",66,14,0,0,"want bus scold",30,0,1,1,1,0
"1575",66,15,0,0,"want bus shout",30,0,1,1,0,1
"1576",66,16,1,1,"want train curse",30,0,1,1,0,0
"1577",66,17,0,0,"want train scold",30,0,1,1,1,0
"1578",66,18,0,0,"want train shout",30,0,1,1,0,1
"1579",66,19,1,1,"want store curse",30,0,1,0,0,0
"1580",66,20,0,0,"want store scold",30,0,1,0,1,0
"1581",66,21,0,0,"want store shout",30,0,1,0,0,1
"1582",66,22,2,1,"want operator curse",30,0,1,0,0,0
"1583",66,23,1,1,"want operator scold",30,0,1,0,1,0
"1584",66,24,0,0,"want operator shout",30,0,1,0,0,1
"1585",67,1,2,1,"do bus curse",24,0,0,1,0,0
"1586",67,2,0,0,"do bus scold",24,0,0,1,1,0
"1587",67,3,2,1,"do bus shout",24,0,0,1,0,1
"1588",67,4,0,0,"do train curse",24,0,0,1,0,0
"1589",67,5,0,0,"do train scold",24,0,0,1,1,0
"1590",67,6,2,1,"do train shout",24,0,0,1,0,1
"1591",67,7,2,1,"do store curse",24,0,0,0,0,0
"1592",67,8,0,0,"do store scold",24,0,0,0,1,0
"1593",67,9,1,1,"do store shout",24,0,0,0,0,1
"1594",67,10,0,0,"do operator curse",24,0,0,0,0,0
"1595",67,11,0,0,"do operator scold",24,0,0,0,1,0
"1596",67,12,1,1,"do operator shout",24,0,0,0,0,1
"1597",67,13,2,1,"want bus curse",24,0,1,1,0,0
"1598",67,14,0,0,"want bus scold",24,0,1,1,1,0
"1599",67,15,2,1,"want bus shout",24,0,1,1,0,1
"1600",67,16,2,1,"want train curse",24,0,1,1,0,0
"1601",67,17,0,0,"want train scold",24,0,1,1,1,0
"1602",67,18,0,0,"want train shout",24,0,1,1,0,1
"1603",67,19,1,1,"want store curse",24,0,1,0,0,0
"1604",67,20,0,0,"want store scold",24,0,1,0,1,0
"1605",67,21,0,0,"want store shout",24,0,1,0,0,1
"1606",67,22,1,1,"want operator curse",24,0,1,0,0,0
"1607",67,23,0,0,"want operator scold",24,0,1,0,1,0
"1608",67,24,0,0,"want operator shout",24,0,1,0,0,1
"1609",68,1,2,1,"do bus curse",22,0,0,1,0,0
"1610",68,2,2,1,"do bus scold",22,0,0,1,1,0
"1611",68,3,2,1,"do bus shout",22,0,0,1,0,1
"1612",68,4,2,1,"do train curse",22,0,0,1,0,0
"1613",68,5,2,1,"do train scold",22,0,0,1,1,0
"1614",68,6,2,1,"do train shout",22,0,0,1,0,1
"1615",68,7,1,1,"do store curse",22,0,0,0,0,0
"1616",68,8,1,1,"do store scold",22,0,0,0,1,0
"1617",68,9,2,1,"do store shout",22,0,0,0,0,1
"1618",68,10,2,1,"do operator curse",22,0,0,0,0,0
"1619",68,11,2,1,"do operator scold",22,0,0,0,1,0
"1620",68,12,2,1,"do operator shout",22,0,0,0,0,1
"1621",68,13,2,1,"want bus curse",22,0,1,1,0,0
"1622",68,14,2,1,"want bus scold",22,0,1,1,1,0
"1623",68,15,2,1,"want bus shout",22,0,1,1,0,1
"1624",68,16,1,1,"want train curse",22,0,1,1,0,0
"1625",68,17,1,1,"want train scold",22,0,1,1,1,0
"1626",68,18,1,1,"want train shout",22,0,1,1,0,1
"1627",68,19,2,1,"want store curse",22,0,1,0,0,0
"1628",68,20,1,1,"want store scold",22,0,1,0,1,0
"1629",68,21,1,1,"want store shout",22,0,1,0,0,1
"1630",68,22,1,1,"want operator curse",22,0,1,0,0,0
"1631",68,23,1,1,"want operator scold",22,0,1,0,1,0
"1632",68,24,1,1,"want operator shout",22,0,1,0,0,1
"1633",69,1,1,1,"do bus curse",19,0,0,1,0,0
"1634",69,2,0,0,"do bus scold",19,0,0,1,1,0
"1635",69,3,0,0,"do bus shout",19,0,0,1,0,1
"1636",69,4,1,1,"do train curse",19,0,0,1,0,0
"1637",69,5,1,1,"do train scold",19,0,0,1,1,0
"1638",69,6,0,0,"do train shout",19,0,0,1,0,1
"1639",69,7,1,1,"do store curse",19,0,0,0,0,0
"1640",69,8,0,0,"do store scold",19,0,0,0,1,0
"1641",69,9,0,0,"do store shout",19,0,0,0,0,1
"1642",69,10,1,1,"do operator curse",19,0,0,0,0,0
"1643",69,11,0,0,"do operator scold",19,0,0,0,1,0
"1644",69,12,1,1,"do operator shout",19,0,0,0,0,1
"1645",69,13,0,0,"want bus curse",19,0,1,1,0,0
"1646",69,14,2,1,"want bus scold",19,0,1,1,1,0
"1647",69,15,0,0,"want bus shout",19,0,1,1,0,1
"1648",69,16,2,1,"want train curse",19,0,1,1,0,0
"1649",69,17,2,1,"want train scold",19,0,1,1,1,0
"1650",69,18,0,0,"want train shout",19,0,1,1,0,1
"1651",69,19,0,0,"want store curse",19,0,1,0,0,0
"1652",69,20,0,0,"want store scold",19,0,1,0,1,0
"1653",69,21,0,0,"want store shout",19,0,1,0,0,1
"1654",69,22,1,1,"want operator curse",19,0,1,0,0,0
"1655",69,23,2,1,"want operator scold",19,0,1,0,1,0
"1656",69,24,0,0,"want operator shout",19,0,1,0,0,1
"1657",70,1,1,1,"do bus curse",13,0,0,1,0,0
"1658",70,2,0,0,"do bus scold",13,0,0,1,1,0
"1659",70,3,2,1,"do bus shout",13,0,0,1,0,1
"1660",70,4,1,1,"do train curse",13,0,0,1,0,0
"1661",70,5,0,0,"do train scold",13,0,0,1,1,0
"1662",70,6,2,1,"do train shout",13,0,0,1,0,1
"1663",70,7,1,1,"do store curse",13,0,0,0,0,0
"1664",70,8,1,1,"do store scold",13,0,0,0,1,0
"1665",70,9,1,1,"do store shout",13,0,0,0,0,1
"1666",70,10,0,0,"do operator curse",13,0,0,0,0,0
"1667",70,11,0,0,"do operator scold",13,0,0,0,1,0
"1668",70,12,1,1,"do operator shout",13,0,0,0,0,1
"1669",70,13,0,0,"want bus curse",13,0,1,1,0,0
"1670",70,14,0,0,"want bus scold",13,0,1,1,1,0
"1671",70,15,0,0,"want bus shout",13,0,1,1,0,1
"1672",70,16,0,0,"want train curse",13,0,1,1,0,0
"1673",70,17,0,0,"want train scold",13,0,1,1,1,0
"1674",70,18,0,0,"want train shout",13,0,1,1,0,1
"1675",70,19,0,0,"want store curse",13,0,1,0,0,0
"1676",70,20,1,1,"want store scold",13,0,1,0,1,0
"1677",70,21,0,0,"want store shout",13,0,1,0,0,1
"1678",70,22,1,1,"want operator curse",13,0,1,0,0,0
"1679",70,23,0,0,"want operator scold",13,0,1,0,1,0
"1680",70,24,0,0,"want operator shout",13,0,1,0,0,1
"1681",71,1,0,0,"do bus curse",17,0,0,1,0,0
"1682",71,2,0,0,"do bus scold",17,0,0,1,1,0
"1683",71,3,0,0,"do bus shout",17,0,0,1,0,1
"1684",71,4,1,1,"do train curse",17,0,0,1,0,0
"1685",71,5,0,0,"do train scold",17,0,0,1,1,0
"1686",71,6,0,0,"do train shout",17,0,0,1,0,1
"1687",71,7,0,0,"do store curse",17,0,0,0,0,0
"1688",71,8,0,0,"do store scold",17,0,0,0,1,0
"1689",71,9,0,0,"do store shout",17,0,0,0,0,1
"1690",71,10,0,0,"do operator curse",17,0,0,0,0,0
"1691",71,11,0,0,"do operator scold",17,0,0,0,1,0
"1692",71,12,0,0,"do operator shout",17,0,0,0,0,1
"1693",71,13,0,0,"want bus curse",17,0,1,1,0,0
"1694",71,14,0,0,"want bus scold",17,0,1,1,1,0
"1695",71,15,2,1,"want bus shout",17,0,1,1,0,1
"1696",71,16,0,0,"want train curse",17,0,1,1,0,0
"1697",71,17,0,0,"want train scold",17,0,1,1,1,0
"1698",71,18,1,1,"want train shout",17,0,1,1,0,1
"1699",71,19,0,0,"want store curse",17,0,1,0,0,0
"1700",71,20,0,0,"want store scold",17,0,1,0,1,0
"1701",71,21,1,1,"want store shout",17,0,1,0,0,1
"1702",71,22,0,0,"want operator curse",17,0,1,0,0,0
"1703",71,23,0,0,"want operator scold",17,0,1,0,1,0
"1704",71,24,0,0,"want operator shout",17,0,1,0,0,1
"1705",72,1,2,1,"do bus curse",29,0,0,1,0,0
"1706",72,2,0,0,"do bus scold",29,0,0,1,1,0
"1707",72,3,0,0,"do bus shout",29,0,0,1,0,1
"1708",72,4,2,1,"do train curse",29,0,0,1,0,0
"1709",72,5,0,0,"do train scold",29,0,0,1,1,0
"1710",72,6,2,1,"do train shout",29,0,0,1,0,1
"1711",72,7,0,0,"do store curse",29,0,0,0,0,0
"1712",72,8,0,0,"do store scold",29,0,0,0,1,0
"1713",72,9,0,0,"do store shout",29,0,0,0,0,1
"1714",72,10,2,1,"do operator curse",29,0,0,0,0,0
"1715",72,11,2,1,"do operator scold",29,0,0,0,1,0
"1716",72,12,2,1,"do operator shout",29,0,0,0,0,1
"1717",72,13,0,0,"want bus curse",29,0,1,1,0,0
"1718",72,14,1,1,"want bus scold",29,0,1,1,1,0
"1719",72,15,1,1,"want bus shout",29,0,1,1,0,1
"1720",72,16,1,1,"want train curse",29,0,1,1,0,0
"1721",72,17,2,1,"want train scold",29,0,1,1,1,0
"1722",72,18,1,1,"want train shout",29,0,1,1,0,1
"1723",72,19,0,0,"want store curse",29,0,1,0,0,0
"1724",72,20,0,0,"want store scold",29,0,1,0,1,0
"1725",72,21,0,0,"want store shout",29,0,1,0,0,1
"1726",72,22,0,0,"want operator curse",29,0,1,0,0,0
"1727",72,23,2,1,"want operator scold",29,0,1,0,1,0
"1728",72,24,2,1,"want operator shout",29,0,1,0,0,1
"1729",73,1,0,0,"do bus curse",12,0,0,1,0,0
"1730",73,2,0,0,"do bus scold",12,0,0,1,1,0
"1731",73,3,1,1,"do bus shout",12,0,0,1,0,1
"1732",73,4,0,0,"do train curse",12,0,0,1,0,0
"1733",73,5,0,0,"do train scold",12,0,0,1,1,0
"1734",73,6,0,0,"do train shout",12,0,0,1,0,1
"1735",73,7,0,0,"do store curse",12,0,0,0,0,0
"1736",73,8,0,0,"do store scold",12,0,0,0,1,0
"1737",73,9,0,0,"do store shout",12,0,0,0,0,1
"1738",73,10,0,0,"do operator curse",12,0,0,0,0,0
"1739",73,11,0,0,"do operator scold",12,0,0,0,1,0
"1740",73,12,0,0,"do operator shout",12,0,0,0,0,1
"1741",73,13,0,0,"want bus curse",12,0,1,1,0,0
"1742",73,14,0,0,"want bus scold",12,0,1,1,1,0
"1743",73,15,0,0,"want bus shout",12,0,1,1,0,1
"1744",73,16,0,0,"want train curse",12,0,1,1,0,0
"1745",73,17,0,0,"want train scold",12,0,1,1,1,0
"1746",73,18,0,0,"want train shout",12,0,1,1,0,1
"1747",73,19,0,0,"want store curse",12,0,1,0,0,0
"1748",73,20,0,0,"want store scold",12,0,1,0,1,0
"1749",73,21,0,0,"want store shout",12,0,1,0,0,1
"1750",73,22,0,0,"want operator curse",12,0,1,0,0,0
"1751",73,23,0,0,"want operator scold",12,0,1,0,1,0
"1752",73,24,0,0,"want operator shout",12,0,1,0,0,1
"1753",74,1,1,1,"do bus curse",19,0,0,1,0,0
"1754",74,2,1,1,"do bus scold",19,0,0,1,1,0
"1755",74,3,1,1,"do bus shout",19,0,0,1,0,1
"1756",74,4,1,1,"do train curse",19,0,0,1,0,0
"1757",74,5,1,1,"do train scold",19,0,0,1,1,0
"1758",74,6,1,1,"do train shout",19,0,0,1,0,1
"1759",74,7,1,1,"do store curse",19,0,0,0,0,0
"1760",74,8,0,0,"do store scold",19,0,0,0,1,0
"1761",74,9,0,0,"do store shout",19,0,0,0,0,1
"1762",74,10,0,0,"do operator curse",19,0,0,0,0,0
"1763",74,11,0,0,"do operator scold",19,0,0,0,1,0
"1764",74,12,0,0,"do operator shout",19,0,0,0,0,1
"1765",74,13,0,0,"want bus curse",19,0,1,1,0,0
"1766",74,14,1,1,"want bus scold",19,0,1,1,1,0
"1767",74,15,0,0,"want bus shout",19,0,1,1,0,1
"1768",74,16,0,0,"want train curse",19,0,1,1,0,0
"1769",74,17,1,1,"want train scold",19,0,1,1,1,0
"1770",74,18,0,0,"want train shout",19,0,1,1,0,1
"1771",74,19,0,0,"want store curse",19,0,1,0,0,0
"1772",74,20,1,1,"want store scold",19,0,1,0,1,0
"1773",74,21,0,0,"want store shout",19,0,1,0,0,1
"1774",74,22,0,0,"want operator curse",19,0,1,0,0,0
"1775",74,23,0,0,"want operator scold",19,0,1,0,1,0
"1776",74,24,0,0,"want operator shout",19,0,1,0,0,1
"1777",75,1,0,0,"do bus curse",23,0,0,1,0,0
"1778",75,2,0,0,"do bus scold",23,0,0,1,1,0
"1779",75,3,1,1,"do bus shout",23,0,0,1,0,1
"1780",75,4,1,1,"do train curse",23,0,0,1,0,0
"1781",75,5,0,0,"do train scold",23,0,0,1,1,0
"1782",75,6,0,0,"do train shout",23,0,0,1,0,1
"1783",75,7,0,0,"do store curse",23,0,0,0,0,0
"1784",75,8,0,0,"do store scold",23,0,0,0,1,0
"1785",75,9,0,0,"do store shout",23,0,0,0,0,1
"1786",75,10,0,0,"do operator curse",23,0,0,0,0,0
"1787",75,11,0,0,"do operator scold",23,0,0,0,1,0
"1788",75,12,0,0,"do operator shout",23,0,0,0,0,1
"1789",75,13,0,0,"want bus curse",23,0,1,1,0,0
"1790",75,14,0,0,"want bus scold",23,0,1,1,1,0
"1791",75,15,0,0,"want bus shout",23,0,1,1,0,1
"1792",75,16,0,0,"want train curse",23,0,1,1,0,0
"1793",75,17,0,0,"want train scold",23,0,1,1,1,0
"1794",75,18,0,0,"want train shout",23,0,1,1,0,1
"1795",75,19,0,0,"want store curse",23,0,1,0,0,0
"1796",75,20,0,0,"want store scold",23,0,1,0,1,0
"1797",75,21,0,0,"want store shout",23,0,1,0,0,1
"1798",75,22,0,0,"want operator curse",23,0,1,0,0,0
"1799",75,23,1,1,"want operator scold",23,0,1,0,1,0
"1800",75,24,0,0,"want operator shout",23,0,1,0,0,1
"1801",76,1,1,1,"do bus curse",11,0,0,1,0,0
"1802",76,2,0,0,"do bus scold",11,0,0,1,1,0
"1803",76,3,0,0,"do bus shout",11,0,0,1,0,1
"1804",76,4,1,1,"do train curse",11,0,0,1,0,0
"1805",76,5,0,0,"do train scold",11,0,0,1,1,0
"1806",76,6,0,0,"do train shout",11,0,0,1,0,1
"1807",76,7,0,0,"do store curse",11,0,0,0,0,0
"1808",76,8,0,0,"do store scold",11,0,0,0,1,0
"1809",76,9,0,0,"do store shout",11,0,0,0,0,1
"1810",76,10,0,0,"do operator curse",11,0,0,0,0,0
"1811",76,11,0,0,"do operator scold",11,0,0,0,1,0
"1812",76,12,1,1,"do operator shout",11,0,0,0,0,1
"1813",76,13,0,0,"want bus curse",11,0,1,1,0,0
"1814",76,14,0,0,"want bus scold",11,0,1,1,1,0
"1815",76,15,0,0,"want bus shout",11,0,1,1,0,1
"1816",76,16,0,0,"want train curse",11,0,1,1,0,0
"1817",76,17,0,0,"want train scold",11,0,1,1,1,0
"1818",76,18,0,0,"want train shout",11,0,1,1,0,1
"1819",76,19,0,0,"want store curse",11,0,1,0,0,0
"1820",76,20,0,0,"want store scold",11,0,1,0,1,0
"1821",76,21,0,0,"want store shout",11,0,1,0,0,1
"1822",76,22,0,0,"want operator curse",11,0,1,0,0,0
"1823",76,23,0,0,"want operator scold",11,0,1,0,1,0
"1824",76,24,1,1,"want operator shout",11,0,1,0,0,1
"1825",77,1,0,0,"do bus curse",18,0,0,1,0,0
"1826",77,2,0,0,"do bus scold",18,0,0,1,1,0
"1827",77,3,0,0,"do bus shout",18,0,0,1,0,1
"1828",77,4,2,1,"do train curse",18,0,0,1,0,0
"1829",77,5,0,0,"do train scold",18,0,0,1,1,0
"1830",77,6,1,1,"do train shout",18,0,0,1,0,1
"1831",77,7,0,0,"do store curse",18,0,0,0,0,0
"1832",77,8,0,0,"do store scold",18,0,0,0,1,0
"1833",77,9,0,0,"do store shout",18,0,0,0,0,1
"1834",77,10,1,1,"do operator curse",18,0,0,0,0,0
"1835",77,11,0,0,"do operator scold",18,0,0,0,1,0
"1836",77,12,1,1,"do operator shout",18,0,0,0,0,1
"1837",77,13,0,0,"want bus curse",18,0,1,1,0,0
"1838",77,14,0,0,"want bus scold",18,0,1,1,1,0
"1839",77,15,0,0,"want bus shout",18,0,1,1,0,1
"1840",77,16,1,1,"want train curse",18,0,1,1,0,0
"1841",77,17,0,0,"want train scold",18,0,1,1,1,0
"1842",77,18,0,0,"want train shout",18,0,1,1,0,1
"1843",77,19,0,0,"want store curse",18,0,1,0,0,0
"1844",77,20,0,0,"want store scold",18,0,1,0,1,0
"1845",77,21,0,0,"want store shout",18,0,1,0,0,1
"1846",77,22,0,0,"want operator curse",18,0,1,0,0,0
"1847",77,23,0,0,"want operator scold",18,0,1,0,1,0
"1848",77,24,0,0,"want operator shout",18,0,1,0,0,1
"1849",78,1,1,1,"do bus curse",22,0,0,1,0,0
"1850",78,2,0,0,"do bus scold",22,0,0,1,1,0
"1851",78,3,0,0,"do bus shout",22,0,0,1,0,1
"1852",78,4,0,0,"do train curse",22,0,0,1,0,0
"1853",78,5,0,0,"do train scold",22,0,0,1,1,0
"1854",78,6,0,0,"do train shout",22,0,0,1,0,1
"1855",78,7,0,0,"do store curse",22,0,0,0,0,0
"1856",78,8,0,0,"do store scold",22,0,0,0,1,0
"1857",78,9,0,0,"do store shout",22,0,0,0,0,1
"1858",78,10,0,0,"do operator curse",22,0,0,0,0,0
"1859",78,11,0,0,"do operator scold",22,0,0,0,1,0
"1860",78,12,0,0,"do operator shout",22,0,0,0,0,1
"1861",78,13,0,0,"want bus curse",22,0,1,1,0,0
"1862",78,14,1,1,"want bus scold",22,0,1,1,1,0
"1863",78,15,0,0,"want bus shout",22,0,1,1,0,1
"1864",78,16,0,0,"want train curse",22,0,1,1,0,0
"1865",78,17,0,0,"want train scold",22,0,1,1,1,0
"1866",78,18,0,0,"want train shout",22,0,1,1,0,1
"1867",78,19,0,0,"want store curse",22,0,1,0,0,0
"1868",78,20,0,0,"want store scold",22,0,1,0,1,0
"1869",78,21,0,0,"want store shout",22,0,1,0,0,1
"1870",78,22,0,0,"want operator curse",22,0,1,0,0,0
"1871",78,23,0,0,"want operator scold",22,0,1,0,1,0
"1872",78,24,0,0,"want operator shout",22,0,1,0,0,1
"1873",79,1,1,1,"do bus curse",22,1,0,1,0,0
"1874",79,2,0,0,"do bus scold",22,1,0,1,1,0
"1875",79,3,0,0,"do bus shout",22,1,0,1,0,1
"1876",79,4,2,1,"do train curse",22,1,0,1,0,0
"1877",79,5,0,0,"do train scold",22,1,0,1,1,0
"1878",79,6,1,1,"do train shout",22,1,0,1,0,1
"1879",79,7,2,1,"do store curse",22,1,0,0,0,0
"1880",79,8,0,0,"do store scold",22,1,0,0,1,0
"1881",79,9,0,0,"do store shout",22,1,0,0,0,1
"1882",79,10,2,1,"do operator curse",22,1,0,0,0,0
"1883",79,11,0,0,"do operator scold",22,1,0,0,1,0
"1884",79,12,1,1,"do operator shout",22,1,0,0,0,1
"1885",79,13,0,0,"want bus curse",22,1,1,1,0,0
"1886",79,14,0,0,"want bus scold",22,1,1,1,1,0
"1887",79,15,0,0,"want bus shout",22,1,1,1,0,1
"1888",79,16,0,0,"want train curse",22,1,1,1,0,0
"1889",79,17,1,1,"want train scold",22,1,1,1,1,0
"1890",79,18,1,1,"want train shout",22,1,1,1,0,1
"1891",79,19,0,0,"want store curse",22,1,1,0,0,0
"1892",79,20,0,0,"want store scold",22,1,1,0,1,0
"1893",79,21,0,0,"want store shout",22,1,1,0,0,1
"1894",79,22,0,0,"want operator curse",22,1,1,0,0,0
"1895",79,23,0,0,"want operator scold",22,1,1,0,1,0
"1896",79,24,0,0,"want operator shout",22,1,1,0,0,1
"1897",80,1,2,1,"do bus curse",19,1,0,1,0,0
"1898",80,2,0,0,"do bus scold",19,1,0,1,1,0
"1899",80,3,0,0,"do bus shout",19,1,0,1,0,1
"1900",80,4,2,1,"do train curse",19,1,0,1,0,0
"1901",80,5,0,0,"do train scold",19,1,0,1,1,0
"1902",80,6,0,0,"do train shout",19,1,0,1,0,1
"1903",80,7,0,0,"do store curse",19,1,0,0,0,0
"1904",80,8,0,0,"do store scold",19,1,0,0,1,0
"1905",80,9,0,0,"do store shout",19,1,0,0,0,1
"1906",80,10,1,1,"do operator curse",19,1,0,0,0,0
"1907",80,11,0,0,"do operator scold",19,1,0,0,1,0
"1908",80,12,0,0,"do operator shout",19,1,0,0,0,1
"1909",80,13,2,1,"want bus curse",19,1,1,1,0,0
"1910",80,14,2,1,"want bus scold",19,1,1,1,1,0
"1911",80,15,0,0,"want bus shout",19,1,1,1,0,1
"1912",80,16,2,1,"want train curse",19,1,1,1,0,0
"1913",80,17,0,0,"want train scold",19,1,1,1,1,0
"1914",80,18,0,0,"want train shout",19,1,1,1,0,1
"1915",80,19,1,1,"want store curse",19,1,1,0,0,0
"1916",80,20,1,1,"want store scold",19,1,1,0,1,0
"1917",80,21,0,0,"want store shout",19,1,1,0,0,1
"1918",80,22,1,1,"want operator curse",19,1,1,0,0,0
"1919",80,23,1,1,"want operator scold",19,1,1,0,1,0
"1920",80,24,0,0,"want operator shout",19,1,1,0,0,1
"1921",81,1,2,1,"do bus curse",19,1,0,1,0,0
"1922",81,2,1,1,"do bus scold",19,1,0,1,1,0
"1923",81,3,0,0,"do bus shout",19,1,0,1,0,1
"1924",81,4,0,0,"do train curse",19,1,0,1,0,0
"1925",81,5,0,0,"do train scold",19,1,0,1,1,0
"1926",81,6,0,0,"do train shout",19,1,0,1,0,1
"1927",81,7,0,0,"do store curse",19,1,0,0,0,0
"1928",81,8,0,0,"do store scold",19,1,0,0,1,0
"1929",81,9,0,0,"do store shout",19,1,0,0,0,1
"1930",81,10,2,1,"do operator curse",19,1,0,0,0,0
"1931",81,11,1,1,"do operator scold",19,1,0,0,1,0
"1932",81,12,0,0,"do operator shout",19,1,0,0,0,1
"1933",81,13,0,0,"want bus curse",19,1,1,1,0,0
"1934",81,14,1,1,"want bus scold",19,1,1,1,1,0
"1935",81,15,0,0,"want bus shout",19,1,1,1,0,1
"1936",81,16,0,0,"want train curse",19,1,1,1,0,0
"1937",81,17,0,0,"want train scold",19,1,1,1,1,0
"1938",81,18,0,0,"want train shout",19,1,1,1,0,1
"1939",81,19,0,0,"want store curse",19,1,1,0,0,0
"1940",81,20,0,0,"want store scold",19,1,1,0,1,0
"1941",81,21,0,0,"want store shout",19,1,1,0,0,1
"1942",81,22,0,0,"want operator curse",19,1,1,0,0,0
"1943",81,23,0,0,"want operator scold",19,1,1,0,1,0
"1944",81,24,0,0,"want operator shout",19,1,1,0,0,1
"1945",82,1,2,1,"do bus curse",21,0,0,1,0,0
"1946",82,2,2,1,"do bus scold",21,0,0,1,1,0
"1947",82,3,1,1,"do bus shout",21,0,0,1,0,1
"1948",82,4,2,1,"do train curse",21,0,0,1,0,0
"1949",82,5,2,1,"do train scold",21,0,0,1,1,0
"1950",82,6,0,0,"do train shout",21,0,0,1,0,1
"1951",82,7,1,1,"do store curse",21,0,0,0,0,0
"1952",82,8,1,1,"do store scold",21,0,0,0,1,0
"1953",82,9,0,0,"do store shout",21,0,0,0,0,1
"1954",82,10,2,1,"do operator curse",21,0,0,0,0,0
"1955",82,11,1,1,"do operator scold",21,0,0,0,1,0
"1956",82,12,0,0,"do operator shout",21,0,0,0,0,1
"1957",82,13,1,1,"want bus curse",21,0,1,1,0,0
"1958",82,14,1,1,"want bus scold",21,0,1,1,1,0
"1959",82,15,1,1,"want bus shout",21,0,1,1,0,1
"1960",82,16,1,1,"want train curse",21,0,1,1,0,0
"1961",82,17,1,1,"want train scold",21,0,1,1,1,0
"1962",82,18,0,0,"want train shout",21,0,1,1,0,1
"1963",82,19,1,1,"want store curse",21,0,1,0,0,0
"1964",82,20,1,1,"want store scold",21,0,1,0,1,0
"1965",82,21,0,0,"want store shout",21,0,1,0,0,1
"1966",82,22,1,1,"want operator curse",21,0,1,0,0,0
